trawling_depth;depth_layer;depth_layer_100m;species;size;dataset
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
513;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
513;upper_mesopelagic;500;Myctophum punctatum;9;Total
513;upper_mesopelagic;500;Myctophum punctatum;9;Total
513;upper_mesopelagic;500;Myctophum punctatum;9;Total
513;upper_mesopelagic;500;Myctophum punctatum;8;Total
513;upper_mesopelagic;500;Myctophum punctatum;8;Total
513;upper_mesopelagic;500;Myctophum punctatum;8;Total
513;upper_mesopelagic;500;Myctophum punctatum;8;Total
513;upper_mesopelagic;500;Myctophum punctatum;7;Total
513;upper_mesopelagic;500;Myctophum punctatum;7;Total
513;upper_mesopelagic;500;Myctophum punctatum;7;Total
513;upper_mesopelagic;500;Myctophum punctatum;6;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;11;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;11;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;11;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;9;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;8;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;8;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;7;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;7;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;7;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;7;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;7;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;6;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;5;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;5;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;5;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;5;Total
513;upper_mesopelagic;500;Notoscopelus kroyeri;4;Total
513;upper_mesopelagic;500;Serrivomer beanii;70;Total
513;upper_mesopelagic;500;Serrivomer beanii;63;Total
513;upper_mesopelagic;500;Stomias boa;33;Total
513;upper_mesopelagic;500;Stomias boa;33;Total
513;upper_mesopelagic;500;Stomias boa;30;Total
513;upper_mesopelagic;500;Stomias boa;29;Total
513;upper_mesopelagic;500;Stomias boa;29;Total
513;upper_mesopelagic;500;Stomias boa;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;15;Total
513;upper_mesopelagic;500;Xenodermichthys copei;15;Total
513;upper_mesopelagic;500;Xenodermichthys copei;15;Total
513;upper_mesopelagic;500;Xenodermichthys copei;14;Total
513;upper_mesopelagic;500;Xenodermichthys copei;14;Total
513;upper_mesopelagic;500;Xenodermichthys copei;14;Total
513;upper_mesopelagic;500;Xenodermichthys copei;14;Total
513;upper_mesopelagic;500;Xenodermichthys copei;14;Total
513;upper_mesopelagic;500;Xenodermichthys copei;14;Total
513;upper_mesopelagic;500;Xenodermichthys copei;13;Total
513;upper_mesopelagic;500;Xenodermichthys copei;13;Total
513;upper_mesopelagic;500;Xenodermichthys copei;13;Total
513;upper_mesopelagic;500;Xenodermichthys copei;13;Total
513;upper_mesopelagic;500;Xenodermichthys copei;13;Total
513;upper_mesopelagic;500;Xenodermichthys copei;13;Total
513;upper_mesopelagic;500;Xenodermichthys copei;12;Total
513;upper_mesopelagic;500;Xenodermichthys copei;12;Total
513;upper_mesopelagic;500;Xenodermichthys copei;12;Total
513;upper_mesopelagic;500;Xenodermichthys copei;12;Total
513;upper_mesopelagic;500;Xenodermichthys copei;12;Total
513;upper_mesopelagic;500;Xenodermichthys copei;12;Total
513;upper_mesopelagic;500;Xenodermichthys copei;12;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;11;Total
513;upper_mesopelagic;500;Xenodermichthys copei;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;10;Total
513;upper_mesopelagic;500;Xenodermichthys copei;9;Total
513;upper_mesopelagic;500;Xenodermichthys copei;9;Total
513;upper_mesopelagic;500;Xenodermichthys copei;9;Total
513;upper_mesopelagic;500;Xenodermichthys copei;9;Total
513;upper_mesopelagic;500;Xenodermichthys copei;9;Total
513;upper_mesopelagic;500;Xenodermichthys copei;9;Total
513;upper_mesopelagic;500;Xenodermichthys copei;9;Total
513;upper_mesopelagic;500;Xenodermichthys copei;9;Total
513;upper_mesopelagic;500;Xenodermichthys copei;8;Total
513;upper_mesopelagic;500;Xenodermichthys copei;8;Total
513;upper_mesopelagic;500;Xenodermichthys copei;8;Total
513;upper_mesopelagic;500;Xenodermichthys copei;8;Total
513;upper_mesopelagic;500;Xenodermichthys copei;8;Total
513;upper_mesopelagic;500;Xenodermichthys copei;8;Total
513;upper_mesopelagic;500;Xenodermichthys copei;8;Total
513;upper_mesopelagic;500;Xenodermichthys copei;8;Total
513;upper_mesopelagic;500;Xenodermichthys copei;7;Total
513;upper_mesopelagic;500;Xenodermichthys copei;7;Total
513;upper_mesopelagic;500;Xenodermichthys copei;7;Total
513;upper_mesopelagic;500;Xenodermichthys copei;7;Total
513;upper_mesopelagic;500;Xenodermichthys copei;7;Total
513;upper_mesopelagic;500;Xenodermichthys copei;7;Total
513;upper_mesopelagic;500;Xenodermichthys copei;7;Total
513;upper_mesopelagic;500;Xenodermichthys copei;7;Total
513;upper_mesopelagic;500;Xenodermichthys copei;7;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;6;Total
513;upper_mesopelagic;500;Xenodermichthys copei;3;Total
513;upper_mesopelagic;500;Xenodermichthys copei;3;Total
513;upper_mesopelagic;500;Xenodermichthys copei;3;Total
513;upper_mesopelagic;500;Xenodermichthys copei;3;Total
670;lower_mesopelagic;600;Aphanopus carbo;101;Total
670;lower_mesopelagic;600;Aphanopus carbo;94;Total
670;lower_mesopelagic;600;Aphanopus carbo;78;Total
670;lower_mesopelagic;600;Arctozenus risso;19;Total
670;lower_mesopelagic;600;Arctozenus risso;18;Total
670;lower_mesopelagic;600;Arctozenus risso;17;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;10;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;8;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;7;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;7;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;7;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;6;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;6;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;6;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;6;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;6;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;6;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;6;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;6;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;5;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;5;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;5;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;5;Total
670;lower_mesopelagic;600;Argyropelecus olfersii;5;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;17;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;16;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;16;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;16;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;16;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;15;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;15;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;15;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;15;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;14;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;14;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;14;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;14;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;14;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;14;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;13;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;13;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;13;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;13;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;13;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;13;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;13;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;13;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;13;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;13;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;13;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;13;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;12;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;12;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;12;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;12;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;12;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;12;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;12;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;12;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;12;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;11;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;10;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;10;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;10;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;10;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;9;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;9;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;9;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;9;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;9;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;9;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;8;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;8;Total
670;lower_mesopelagic;600;Lampanyctus crocodilus;8;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;11;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;10;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;10;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;9;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;9;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;9;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;9;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;9;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;9;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;7;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;6;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;6;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;5;Total
670;lower_mesopelagic;600;Melanostigma atlanticum;4;Total
670;lower_mesopelagic;600;Myctophum punctatum;9;Total
670;lower_mesopelagic;600;Myctophum punctatum;6;Total
670;lower_mesopelagic;600;Myctophum punctatum;6;Total
670;lower_mesopelagic;600;Myctophum punctatum;5;Total
670;lower_mesopelagic;600;Notoscopelus kroyeri;6;Total
670;lower_mesopelagic;600;Notoscopelus kroyeri;6;Total
670;lower_mesopelagic;600;Notoscopelus kroyeri;5;Total
670;lower_mesopelagic;600;Notoscopelus kroyeri;5;Total
670;lower_mesopelagic;600;Notoscopelus kroyeri;5;Total
670;lower_mesopelagic;600;Notoscopelus kroyeri;5;Total
670;lower_mesopelagic;600;Notoscopelus kroyeri;4;Total
670;lower_mesopelagic;600;Notoscopelus kroyeri;4;Total
670;lower_mesopelagic;600;Notoscopelus kroyeri;4;Total
670;lower_mesopelagic;600;Searsia koefoedi;14;Total
670;lower_mesopelagic;600;Searsia koefoedi;11;Total
670;lower_mesopelagic;600;Serrivomer beanii;43;Total
670;lower_mesopelagic;600;Serrivomer beanii;41;Total
670;lower_mesopelagic;600;Serrivomer beanii;29;Total
670;lower_mesopelagic;600;Stomias boa;32;Total
670;lower_mesopelagic;600;Stomias boa;18;Total
670;lower_mesopelagic;600;Stomias boa;13;Total
670;lower_mesopelagic;600;Xenodermichthys copei;17;Total
670;lower_mesopelagic;600;Xenodermichthys copei;15;Total
670;lower_mesopelagic;600;Xenodermichthys copei;15;Total
670;lower_mesopelagic;600;Xenodermichthys copei;14;Total
670;lower_mesopelagic;600;Xenodermichthys copei;14;Total
670;lower_mesopelagic;600;Xenodermichthys copei;14;Total
670;lower_mesopelagic;600;Xenodermichthys copei;14;Total
670;lower_mesopelagic;600;Xenodermichthys copei;14;Total
670;lower_mesopelagic;600;Xenodermichthys copei;14;Total
670;lower_mesopelagic;600;Xenodermichthys copei;14;Total
670;lower_mesopelagic;600;Xenodermichthys copei;14;Total
670;lower_mesopelagic;600;Xenodermichthys copei;14;Total
670;lower_mesopelagic;600;Xenodermichthys copei;14;Total
670;lower_mesopelagic;600;Xenodermichthys copei;13;Total
670;lower_mesopelagic;600;Xenodermichthys copei;13;Total
670;lower_mesopelagic;600;Xenodermichthys copei;13;Total
670;lower_mesopelagic;600;Xenodermichthys copei;13;Total
670;lower_mesopelagic;600;Xenodermichthys copei;13;Total
670;lower_mesopelagic;600;Xenodermichthys copei;13;Total
670;lower_mesopelagic;600;Xenodermichthys copei;13;Total
670;lower_mesopelagic;600;Xenodermichthys copei;13;Total
670;lower_mesopelagic;600;Xenodermichthys copei;13;Total
670;lower_mesopelagic;600;Xenodermichthys copei;13;Total
670;lower_mesopelagic;600;Xenodermichthys copei;12;Total
670;lower_mesopelagic;600;Xenodermichthys copei;12;Total
670;lower_mesopelagic;600;Xenodermichthys copei;12;Total
670;lower_mesopelagic;600;Xenodermichthys copei;12;Total
670;lower_mesopelagic;600;Xenodermichthys copei;12;Total
670;lower_mesopelagic;600;Xenodermichthys copei;12;Total
670;lower_mesopelagic;600;Xenodermichthys copei;12;Total
670;lower_mesopelagic;600;Xenodermichthys copei;12;Total
670;lower_mesopelagic;600;Xenodermichthys copei;12;Total
670;lower_mesopelagic;600;Xenodermichthys copei;12;Total
670;lower_mesopelagic;600;Xenodermichthys copei;12;Total
670;lower_mesopelagic;600;Xenodermichthys copei;12;Total
670;lower_mesopelagic;600;Xenodermichthys copei;11;Total
670;lower_mesopelagic;600;Xenodermichthys copei;11;Total
670;lower_mesopelagic;600;Xenodermichthys copei;11;Total
670;lower_mesopelagic;600;Xenodermichthys copei;11;Total
670;lower_mesopelagic;600;Xenodermichthys copei;11;Total
670;lower_mesopelagic;600;Xenodermichthys copei;11;Total
670;lower_mesopelagic;600;Xenodermichthys copei;11;Total
670;lower_mesopelagic;600;Xenodermichthys copei;11;Total
670;lower_mesopelagic;600;Xenodermichthys copei;11;Total
670;lower_mesopelagic;600;Xenodermichthys copei;11;Total
670;lower_mesopelagic;600;Xenodermichthys copei;11;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;10;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
670;lower_mesopelagic;600;Xenodermichthys copei;9;Total
