trawling_depth;depth_layer;depth_layer_100m;species;size;dataset
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;8;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;7;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;5;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;5;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;5;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;4;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;4;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;4;Total
370;upper_mesopelagic;300;Notoscopelus kroyeri;4;Total
370;upper_mesopelagic;300;Stomias boa;33;Total
370;upper_mesopelagic;300;Stomias boa;32;Total
370;upper_mesopelagic;300;Stomias boa;27;Total
370;upper_mesopelagic;300;Stomias boa;27;Total
370;upper_mesopelagic;300;Stomias boa;25;Total
370;upper_mesopelagic;300;Xenodermichthys copei;16;Total
370;upper_mesopelagic;300;Xenodermichthys copei;16;Total
370;upper_mesopelagic;300;Xenodermichthys copei;16;Total
370;upper_mesopelagic;300;Xenodermichthys copei;15;Total
370;upper_mesopelagic;300;Xenodermichthys copei;15;Total
370;upper_mesopelagic;300;Xenodermichthys copei;15;Total
370;upper_mesopelagic;300;Xenodermichthys copei;15;Total
370;upper_mesopelagic;300;Xenodermichthys copei;15;Total
370;upper_mesopelagic;300;Xenodermichthys copei;15;Total
370;upper_mesopelagic;300;Xenodermichthys copei;15;Total
370;upper_mesopelagic;300;Xenodermichthys copei;14;Total
370;upper_mesopelagic;300;Xenodermichthys copei;14;Total
370;upper_mesopelagic;300;Xenodermichthys copei;14;Total
370;upper_mesopelagic;300;Xenodermichthys copei;14;Total
370;upper_mesopelagic;300;Xenodermichthys copei;13;Total
370;upper_mesopelagic;300;Xenodermichthys copei;13;Total
370;upper_mesopelagic;300;Xenodermichthys copei;13;Total
370;upper_mesopelagic;300;Xenodermichthys copei;13;Total
370;upper_mesopelagic;300;Xenodermichthys copei;13;Total
370;upper_mesopelagic;300;Xenodermichthys copei;12;Total
370;upper_mesopelagic;300;Xenodermichthys copei;12;Total
370;upper_mesopelagic;300;Xenodermichthys copei;12;Total
370;upper_mesopelagic;300;Xenodermichthys copei;12;Total
370;upper_mesopelagic;300;Xenodermichthys copei;12;Total
370;upper_mesopelagic;300;Xenodermichthys copei;12;Total
370;upper_mesopelagic;300;Xenodermichthys copei;11;Total
370;upper_mesopelagic;300;Xenodermichthys copei;11;Total
370;upper_mesopelagic;300;Xenodermichthys copei;11;Total
370;upper_mesopelagic;300;Xenodermichthys copei;11;Total
370;upper_mesopelagic;300;Xenodermichthys copei;11;Total
370;upper_mesopelagic;300;Xenodermichthys copei;11;Total
370;upper_mesopelagic;300;Xenodermichthys copei;11;Total
370;upper_mesopelagic;300;Xenodermichthys copei;11;Total
370;upper_mesopelagic;300;Xenodermichthys copei;11;Total
370;upper_mesopelagic;300;Xenodermichthys copei;11;Total
370;upper_mesopelagic;300;Xenodermichthys copei;10;Total
370;upper_mesopelagic;300;Xenodermichthys copei;10;Total
370;upper_mesopelagic;300;Xenodermichthys copei;9;Total
370;upper_mesopelagic;300;Xenodermichthys copei;9;Total
370;upper_mesopelagic;300;Xenodermichthys copei;9;Total
370;upper_mesopelagic;300;Xenodermichthys copei;9;Total
370;upper_mesopelagic;300;Xenodermichthys copei;8;Total
370;upper_mesopelagic;300;Xenodermichthys copei;8;Total
370;upper_mesopelagic;300;Xenodermichthys copei;8;Total
370;upper_mesopelagic;300;Xenodermichthys copei;8;Total
370;upper_mesopelagic;300;Xenodermichthys copei;8;Total
370;upper_mesopelagic;300;Xenodermichthys copei;8;Total
370;upper_mesopelagic;300;Xenodermichthys copei;8;Total
370;upper_mesopelagic;300;Xenodermichthys copei;8;Total
370;upper_mesopelagic;300;Xenodermichthys copei;8;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;7;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;6;Total
370;upper_mesopelagic;300;Xenodermichthys copei;5;Total
370;upper_mesopelagic;300;Xenodermichthys copei;5;Total
370;upper_mesopelagic;300;Xenodermichthys copei;5;Total
370;upper_mesopelagic;300;Xenodermichthys copei;5;Total
370;upper_mesopelagic;300;Xenodermichthys copei;5;Total
370;upper_mesopelagic;300;Xenodermichthys copei;5;Total
370;upper_mesopelagic;300;Xenodermichthys copei;5;Total
370;upper_mesopelagic;300;Xenodermichthys copei;5;Total
370;upper_mesopelagic;300;Xenodermichthys copei;4;Total
370;upper_mesopelagic;300;Xenodermichthys copei;4;Total
370;upper_mesopelagic;300;Xenodermichthys copei;4;Total
370;upper_mesopelagic;300;Xenodermichthys copei;3;Total
370;upper_mesopelagic;300;Xenodermichthys copei;3;Total
555;upper_mesopelagic;500;Arctozenus risso;21;Total
555;upper_mesopelagic;500;Arctozenus risso;21;Total
555;upper_mesopelagic;500;Arctozenus risso;21;Total
555;upper_mesopelagic;500;Arctozenus risso;20;Total
555;upper_mesopelagic;500;Arctozenus risso;19;Total
555;upper_mesopelagic;500;Arctozenus risso;18;Total
555;upper_mesopelagic;500;Arctozenus risso;14;Total
555;upper_mesopelagic;500;Arctozenus risso;13;Total
555;upper_mesopelagic;500;Arctozenus risso;12;Total
555;upper_mesopelagic;500;Arctozenus risso;12;Total
555;upper_mesopelagic;500;Arctozenus risso;12;Total
555;upper_mesopelagic;500;Arctozenus risso;12;Total
555;upper_mesopelagic;500;Arctozenus risso;11;Total
555;upper_mesopelagic;500;Arctozenus risso;11;Total
555;upper_mesopelagic;500;Arctozenus risso;9;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;10;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;10;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;8;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;7;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;6;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;6;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;6;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;6;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;6;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;6;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;6;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;4;Total
555;upper_mesopelagic;500;Argyropelecus olfersii;3;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;13;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;13;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;12;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;12;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;12;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;12;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;12;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;11;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;11;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;11;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;11;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;11;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;11;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;11;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;10;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;9;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;8;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;7;Total
555;upper_mesopelagic;500;Lampanyctus crocodilus;6;Total
555;upper_mesopelagic;500;Melanostigma atlanticum;6;Total
555;upper_mesopelagic;500;Melanostigma atlanticum;5;Total
555;upper_mesopelagic;500;Myctophum punctatum;8;Total
555;upper_mesopelagic;500;Myctophum punctatum;8;Total
555;upper_mesopelagic;500;Myctophum punctatum;8;Total
555;upper_mesopelagic;500;Myctophum punctatum;8;Total
555;upper_mesopelagic;500;Myctophum punctatum;8;Total
555;upper_mesopelagic;500;Myctophum punctatum;8;Total
555;upper_mesopelagic;500;Myctophum punctatum;8;Total
555;upper_mesopelagic;500;Myctophum punctatum;8;Total
555;upper_mesopelagic;500;Myctophum punctatum;8;Total
555;upper_mesopelagic;500;Myctophum punctatum;7;Total
555;upper_mesopelagic;500;Myctophum punctatum;7;Total
555;upper_mesopelagic;500;Myctophum punctatum;7;Total
555;upper_mesopelagic;500;Myctophum punctatum;7;Total
555;upper_mesopelagic;500;Myctophum punctatum;7;Total
555;upper_mesopelagic;500;Myctophum punctatum;7;Total
555;upper_mesopelagic;500;Myctophum punctatum;7;Total
555;upper_mesopelagic;500;Myctophum punctatum;7;Total
555;upper_mesopelagic;500;Myctophum punctatum;6;Total
555;upper_mesopelagic;500;Myctophum punctatum;6;Total
555;upper_mesopelagic;500;Myctophum punctatum;6;Total
555;upper_mesopelagic;500;Myctophum punctatum;6;Total
555;upper_mesopelagic;500;Myctophum punctatum;6;Total
555;upper_mesopelagic;500;Myctophum punctatum;6;Total
555;upper_mesopelagic;500;Myctophum punctatum;6;Total
555;upper_mesopelagic;500;Myctophum punctatum;6;Total
555;upper_mesopelagic;500;Myctophum punctatum;5;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;13;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;11;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;11;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;10;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;9;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;9;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;9;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;8;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;8;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;8;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;8;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;8;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;8;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;8;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;7;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;7;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;7;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;7;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;7;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;7;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;7;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;5;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;4;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;4;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;4;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;4;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;4;Total
555;upper_mesopelagic;500;Notoscopelus kroyeri;3;Total
555;upper_mesopelagic;500;Xenodermichthys copei;19;Total
555;upper_mesopelagic;500;Xenodermichthys copei;17;Total
555;upper_mesopelagic;500;Xenodermichthys copei;15;Total
555;upper_mesopelagic;500;Xenodermichthys copei;15;Total
555;upper_mesopelagic;500;Xenodermichthys copei;15;Total
555;upper_mesopelagic;500;Xenodermichthys copei;15;Total
555;upper_mesopelagic;500;Xenodermichthys copei;15;Total
555;upper_mesopelagic;500;Xenodermichthys copei;15;Total
555;upper_mesopelagic;500;Xenodermichthys copei;14;Total
555;upper_mesopelagic;500;Xenodermichthys copei;14;Total
555;upper_mesopelagic;500;Xenodermichthys copei;14;Total
555;upper_mesopelagic;500;Xenodermichthys copei;14;Total
555;upper_mesopelagic;500;Xenodermichthys copei;14;Total
555;upper_mesopelagic;500;Xenodermichthys copei;14;Total
555;upper_mesopelagic;500;Xenodermichthys copei;14;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;13;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;12;Total
555;upper_mesopelagic;500;Xenodermichthys copei;11;Total
555;upper_mesopelagic;500;Xenodermichthys copei;11;Total
555;upper_mesopelagic;500;Xenodermichthys copei;11;Total
555;upper_mesopelagic;500;Xenodermichthys copei;11;Total
555;upper_mesopelagic;500;Xenodermichthys copei;11;Total
555;upper_mesopelagic;500;Xenodermichthys copei;11;Total
555;upper_mesopelagic;500;Xenodermichthys copei;11;Total
555;upper_mesopelagic;500;Xenodermichthys copei;11;Total
555;upper_mesopelagic;500;Xenodermichthys copei;10;Total
555;upper_mesopelagic;500;Xenodermichthys copei;10;Total
555;upper_mesopelagic;500;Xenodermichthys copei;10;Total
555;upper_mesopelagic;500;Xenodermichthys copei;10;Total
555;upper_mesopelagic;500;Xenodermichthys copei;10;Total
555;upper_mesopelagic;500;Xenodermichthys copei;10;Total
555;upper_mesopelagic;500;Xenodermichthys copei;10;Total
555;upper_mesopelagic;500;Xenodermichthys copei;10;Total
555;upper_mesopelagic;500;Xenodermichthys copei;9;Total
555;upper_mesopelagic;500;Xenodermichthys copei;9;Total
555;upper_mesopelagic;500;Xenodermichthys copei;9;Total
555;upper_mesopelagic;500;Xenodermichthys copei;9;Total
555;upper_mesopelagic;500;Xenodermichthys copei;9;Total
555;upper_mesopelagic;500;Xenodermichthys copei;9;Total
555;upper_mesopelagic;500;Xenodermichthys copei;9;Total
555;upper_mesopelagic;500;Xenodermichthys copei;9;Total
555;upper_mesopelagic;500;Xenodermichthys copei;9;Total
555;upper_mesopelagic;500;Xenodermichthys copei;9;Total
555;upper_mesopelagic;500;Xenodermichthys copei;9;Total
555;upper_mesopelagic;500;Xenodermichthys copei;9;Total
